許可證號碼,普通名稱,廠牌名稱,劑型,含量,Under Permit ,混合,廠商名稱,國外原製造廠,有效日期,備註,標示,條碼,使用範圍
農藥製              06740,賜派芬,蟎不住,SC  水懸劑,30(%) (w/w),,,安旺特股份有限公司,,115-11-30,,標示,條碼,使用範圍
農藥製              06741,因滅汀,絕蟲寶,SG  水溶性粒劑,5(%) (w/w),,,安旺特股份有限公司,,115-11-30,,標示,條碼,使用範圍
農藥製              06742,達滅芬,強發,WP  可溼性粉劑,50(%) (w/w),,,嘉農企業股份有限公司,,115-12-12,,標示,條碼,使用範圍
農藥製              06743,達滅克敏,總普師,WG  水分散性粒劑,18.7(%) (w/w),,A,台灣日產化工股份有限公司,,115-12-23,,標示,條碼,使用範圍
農藥製              06744,左旋莫多草,蓋豪除,EC  乳劑,960 g/L (96% w/v),,,臺聯實業股份有限公司,,115-12-23,,標示,條碼,使用範圍
農藥製              06745,貝芬四克利,炭清清,SE  濃懸乳劑,24.55(%) (w/w),,A,台灣日產化工股份有限公司,,116-01-02,,標示,條碼,使用範圍
農藥製              06746,克凡派,聯真好,SC  水懸劑,10(%) (w/w),,,聯利農業科技股份有限公司,,116-01-02,,標示,條碼,使用範圍
農藥製              06747,施得圃,金富利旺,CS  膠囊懸著劑,38.7(%) (w/w),,,日農科技股份有限公司,,116-01-02,,標示,條碼,使用範圍
農藥製              06748,百克敏,統司令,SC  水懸劑,23.6(%) (w/w),,,台農三和化工股份有限公司,,116-01-02,,標示,條碼,使用範圍
農藥製              06749,腈硫克敏,好豐收,WG  水分散性粒劑,16(%) (w/w),,A,臺聯實業股份有限公司,,116-01-09,,標示,條碼,使用範圍
農藥製              06750,滅芬百速隆,漂漂樂,XXSB其他(水溶性袋劑),31(%) (w/w),,A,台灣日產化工股份有限公司,,116-01-16,,標示,條碼,使用範圍
農藥製              06751,本達隆,制草霸,SL  溶液,44.1(%) (w/w),,,日農科技股份有限公司,,116-01-16,,標示,條碼,使用範圍
農藥製              06752,因得克,虫光光,SC  水懸劑,14.5(%) (w/w),,,台灣日產化工股份有限公司,,116-01-16,,標示,條碼,使用範圍
農藥製              06753,因滅汀,因滅蟲,SG  水溶性粒劑,5(%) (w/w),,,國豐化學工業股份有限公司,,116-01-23,,標示,條碼,使用範圍
農藥製              06754,美氟綜,好頭家,SC  水懸劑,22(%) (w/w),,,好速化學股份有限公司,,116-01-23,,標示,條碼,使用範圍
農藥製              06755,待克三元銅,好可穩,SC  水懸劑,30(%) (w/w),,A,台灣日產化工股份有限公司,,116-01-23,,標示,條碼,使用範圍
農藥製              06756,美氟綜,菜藥師,SC  水懸劑,22(%) (w/w),,,洽益化學股份有限公司,,116-01-23,,標示,條碼,使用範圍
農藥製              06757,聚乙醛,法財-清蝸牛精,OD  水分散性油懸劑,20(%) (w/w),,,大成化學工業股份有限公司,,116-01-23,,標示,條碼,使用範圍
農藥製              06758,達特南,庵原達特南,SG  水溶性粒劑,20(%) (w/w),,,臺灣庵原農藥股份有限公司,,116-02-06,,標示,條碼,使用範圍
農藥製              06759,芬普寧,庵原贏,EC  乳劑,10(%) (w/w),,,臺灣庵原農藥股份有限公司,,116-02-06,,標示,條碼,使用範圍
農藥製              06760,達滅芬,包你發,SC  水懸劑,50(%) (w/w),,,安旺特股份有限公司,,116-02-06,,標示,條碼,使用範圍
農藥製              06761,第滅達胺,氣勢賀,WG  水分散性粒劑,75(%) (w/w),,A,台灣日產化工股份有限公司,,116-02-17,,標示,條碼,使用範圍
農藥製              06762,快伏草,禾草蕪,EC  乳劑,5(%) (w/w),,,臺益工業股份有限公司,,116-02-17,,標示,條碼,使用範圍
農藥製              06763,本達隆,草霸天,SL  溶液,44.1(%) (w/w),,,安旺特股份有限公司,,116-02-17,,標示,條碼,使用範圍
農藥製              06764,剋草同,禾樂通,EC  乳劑,13.2(%) (w/w),,,洽益化學股份有限公司,,116-02-23,,標示,條碼,使用範圍
農藥製              06765,賽速安,速安心,SG  水溶性粒劑,25(%) (w/w),,,嘉農企業股份有限公司,,116-02-23,,標示,條碼,使用範圍
農藥製              06766,腈硫醌,腈速息,SC  水懸劑,42.2(%) (w/w),,,國豐化學工業股份有限公司,,116-02-23,,標示,條碼,使用範圍
農藥製              06768,百克敏,總指揮,SC  水懸劑,23.6(%) (w/w),,,洽益化學股份有限公司,,116-03-03,,標示,條碼,使用範圍
農藥製              06769,百克敏,總好速,SC  水懸劑,23.6(%) (w/w),,,好速化學股份有限公司,,116-03-03,,標示,條碼,使用範圍
農藥製              06770,益達胺,益速清,RB  餌劑,0.03(%) (w/w),,,日農科技股份有限公司,,116-03-03,,標示,條碼,使用範圍
農藥製              06771,扶吉胺,伏蟎吉,SC  水懸劑,39.5(%) (w/w),,,光華化學股份有限公司,,116-03-03,,標示,條碼,使用範圍
農藥製              06772,腈硫醌,美福寶,WG  水分散性粒劑,70(%) (w/w),,,臺聯實業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06773,因得克,金園圃,SC  水懸劑,14.5(%) (w/w),,,光華化學股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06774,白列克敏,寶豐收,WG  水分散性粒劑,38(%) (w/w),,A,日農科技股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06775,汰芬隆,蟲敗,WP  可溼性粉劑,50(%) (w/w),,,大勝化學工業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06776,依得利,地特菌,WP  可溼性粉劑,35(%) (w/w),,,大勝化學工業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06777,依得利,土菌清,EC  乳劑,25(%) (w/w),,,大勝化學工業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06778,聚乙醛,螺仔水,OD  水分散性油懸劑,20(%) (w/w),,,臺益工業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06779,三賽唑,赤兔馬,SC  水懸劑,41.7(%) (w/w),,,臺灣庵原農藥股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06780,二福隆,尚介猛,WP  可溼性粉劑,25(%) (w/w),,,臺聯實業股份有限公司,,116-03-06,,標示,條碼,使用範圍
農藥製              06781,百克敏,金牌將軍令,SC  水懸劑,23.6(%) (w/w),,,安旺特股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06782,二福隆,真正猛,RB  餌劑,0.5(%) (w/w),,,臺聯實業股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06783,白列克敏,真威豐,WG  水分散性粒劑,38(%) (w/w),,A,臺聯實業股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06785,達特南,田衛兵,SG  水溶性粒劑,20(%) (w/w),,,洽益化學股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06786,大利松,農祥安,EW  水基乳劑,56(%) (w/w),,,日農科技股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06787,左旋莫多草,清淨農場,EC  乳劑,960 g/L (96% w/v),,,正農化學股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06788,達滅芬,惠發光,WP  可溼性粉劑,50(%) (w/w),,,惠光股份有限公司,,116-03-20,,標示,條碼,使用範圍
農藥製              06789,扶吉胺,福氣安,SC  水懸劑,39.5(%) (w/w),,,安旺特股份有限公司,,116-03-31,,標示,條碼,使用範圍
農藥製              06790,克凡派,好前途,SC  水懸劑,10(%) (w/w),,,安旺特股份有限公司,,116-04-05,,標示,條碼,使用範圍
農藥製              06791,邁克尼,信用,WP  可溼性粉劑,40(%) (w/w),,,台灣日產化工股份有限公司,,116-04-05,,標示,條碼,使用範圍
農藥製              06792,三氟敏,克露疫,WG  水分散性粒劑,50(%) (w/w),,,臺聯實業股份有限公司,,116-04-05,,標示,條碼,使用範圍
農藥製              06793,環克座,剋銹黑,SL  溶液,100 g/L (10% w/v),,,日農科技股份有限公司,,116-04-10,,標示,條碼,使用範圍
農藥製              06794,汰芬隆,世界勇,SC  水懸劑,25(%) (w/w),,,世大農化工廠股份有限公司,,116-04-10,,標示,條碼,使用範圍
農藥製              06795,第滅達胺,叫小讚,WG  水分散性粒劑,75(%) (w/w),,A,臺聯實業股份有限公司,,116-04-18,,標示,條碼,使用範圍
農藥製              06796,扶吉胺,佛喆安,SC  水懸劑,39.5(%) (w/w),,,嘉泰企業股份有限公司,,116-04-18,,標示,條碼,使用範圍
農藥製              06797,畢芬寧,天元星,SC  水懸劑,2.5(%) (w/w),,,台灣日產化工股份有限公司,,116-04-18,,標示,條碼,使用範圍
農藥製              06798,滅芬農,輝雄厲害,SC  水懸劑,42.37(%) (w/w),,,興農股份有限公司,,116-04-18,,標示,條碼,使用範圍
農藥製              06799,維利黴素,對銅精,SL  溶液,20(%) (w/w),,,立農化學股份有限公司,,116-04-21,,標示,條碼,使用範圍
農藥製              06800,達滅克敏,聯尚發,WG  水分散性粒劑,18.7(%) (w/w),,A,聯利農業科技股份有限公司,,116-04-21,,標示,條碼,使用範圍
農藥製              06801,曼普胺,露疫守,SC  水懸劑,250 g/L (25% w/v),,,嘉泰企業股份有限公司,,116-04-21,,標示,條碼,使用範圍
農藥製              06802,派滅淨,蝨殺,WG  水分散性粒劑,50(%) (w/w),,,臺聯實業股份有限公司,,116-04-21,,標示,條碼,使用範圍
農藥製              06803,賽洛寧,真正夠力,EC  乳劑,2.8(%) (w/w),,,嘉農企業股份有限公司,,116-04-21,,標示,條碼,使用範圍
農藥製              06804,達特南,利台鐵人二八號,SG  水溶性粒劑,20(%) (w/w),,,利台化學工業股份有限公司,,116-04-27,,標示,條碼,使用範圍
農藥製              06805,白克列,灰白無雙,SC  水懸劑,42.4(%) (w/w),,,利台化學工業股份有限公司,,116-04-27,,標示,條碼,使用範圍
農藥製              06806,賽洛寧,蟻絕,CP  觸殺粉劑,0.1(%) (w/w),,,嘉泰企業股份有限公司,,116-04-27,,標示,條碼,使用範圍
農藥製              06807,腈硫醌,果真好,SC  水懸劑,42.2(%) (w/w),,,日農科技股份有限公司,,116-04-27,,標示,條碼,使用範圍
農藥製              06809,三氟敏,護你賺,SC  水懸劑,500 g/L (50% w/v),,,臺聯實業股份有限公司,,116-05-09,,標示,條碼,使用範圍
農藥製              06810,克凡派,把把青,SC  水懸劑,10(%) (w/w),,,臺聯實業股份有限公司,,116-05-09,,標示,條碼,使用範圍
農藥製              06811,克凡洛寧,庵原克寧,EC  乳劑,7.8(%) (w/w),,A,臺灣庵原農藥股份有限公司,,116-05-16,,標示,條碼,使用範圍
農藥製              06812,四氯托敏,允發靈,SC  水懸劑,560 g/L (56% w/v),,A,富農化學工業股份有限公司,,116-05-16,,標示,條碼,使用範圍
農藥製              06813,撲克拉錳,包利旺,WP  可溼性粉劑,50(%) (w/w),,,臺聯實業股份有限公司,,116-05-16,,標示,條碼,使用範圍
農藥製              06814,因得克,,SC  水懸劑,14.5(%) (w/w),,,中華民國農會附設各級農會農化廠,,116-05-22,,標示,條碼,使用範圍
農藥製              06815,白克列,擋就久,WG  水分散性粒劑,50(%) (w/w),,,國豐化學工業股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06816,派滅淨,快快殺,WP  可溼性粉劑,25(%) (w/w),,,瑞芳植物保護股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06817,克凡派,眞澎派,SC  水懸劑,10(%) (w/w),,,華夏科學農化股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06818,待克利,免炭襲,WG  水分散性粒劑,10(%) (w/w),,,台灣日產化工股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06819,克凡派,蟲來不怕,SC  水懸劑,10(%) (w/w),,,國豐化學工業股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06820,因滅汀,新農沒蟲,SG  水溶性粒劑,5(%) (w/w),,,日農科技股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06821,賽速洛寧,農滿載,ZC  膠囊水懸混劑,24.7%(w/v),,A,日農科技股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06822,滅芬諾,過蛾,SC  水懸劑,22.6(%) (w/w),,,百泰生物科技股份有限公司,,116-05-22,,標示,條碼,使用範圍
農藥製              06823,賜諾殺,園周綠,SC  水懸劑,11.6(%) (w/w),,,洽益化學股份有限公司,,116-05-29,,標示,條碼,使用範圍
農藥製              06824,克凡派,好師傅,SC  水懸劑,10(%) (w/w),,,利台化學工業股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06825,畢芬寧,蟲剋星,SC  水懸劑,2.5(%) (w/w),,,日農科技股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06826,依普座,葉綠青,SC  水懸劑,12(%) (w/w),,,日農科技股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06828,依普座,葉植美,EC  乳劑,75 g/L (7.5% w/v),,,日農科技股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06829,硫敵克,一刻靈,WP  可溼性粉劑,75(%) (w/w),,,利台化學工業股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06830,白克列,黴白用,WG  水分散性粒劑,50(%) (w/w),,,臺聯實業股份有限公司,,116-05-31,,標示,條碼,使用範圍
農藥製              06831,第滅達胺,黑桃二,SC  水懸劑,37(%) (w/w),,A,利台化學工業股份有限公司,,116-06-08,,標示,條碼,使用範圍
農藥製              06832,腈硫醌銅,疫露通,WP  可溼性粉劑,55(%) (w/w),,A,國豐化學工業股份有限公司,,116-06-08,,標示,條碼,使用範圍
農藥製              06833,賽座滅,疫起走露,SC  水懸劑,9.4(%) (w/w),,,興農股份有限公司,,116-06-08,,標示,條碼,使用範圍
農藥製              06834,賜諾殺,好果兒,CB  濃餌劑,0.02(%) (w/w),,,好速化學股份有限公司,,116-06-22,,標示,條碼,使用範圍
農藥製              06835,畢芬寧,北斗星,SC  水懸劑,2.5(%) (w/w),,,利台化學工業股份有限公司,,116-06-22,,標示,條碼,使用範圍
農藥製              06836,巴克素,凍算,SC  水懸劑,23(%) (w/w),,,惠光股份有限公司,,116-06-22,,標示,條碼,使用範圍
農藥製              06837,賜諾殺,香園寶,CB  濃餌劑,0.02(%) (w/w),,,洽益化學股份有限公司,,116-07-04,,標示,條碼,使用範圍
農藥製              06838,丁基賽伏草,克稻草,EC  乳劑,10(%) (w/w),,,聯利農業科技股份有限公司,,116-07-04,,標示,條碼,使用範圍
農藥製              06839,賽速洛寧,德立卡,ZC  膠囊水懸混劑,24.7%(w/v),,A,富農化學工業股份有限公司,,116-07-04,,標示,條碼,使用範圍
農藥製              06840,可尼丁,好得頂,SG  水溶性粒劑,16(%) (w/w),,,日農科技股份有限公司,,116-07-04,,標示,條碼,使用範圍
農藥製              06842,氟比拔克,攔露虎,SC  水懸劑,60.8(%) (w/w),,A,台灣日產化工股份有限公司,,116-07-04,,標示,條碼,使用範圍
農藥製              06843,得克利,護大利,EW  水基乳劑,25.9(%) (w/w),,,正農化學股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06844,滅芬諾,滅蛾樂,SC  水懸劑,22.6(%) (w/w),,,嘉泰企業股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06845,丁基拉草,草速除,GR  粒劑,5(%) (w/w),,,台農三和化工股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06846,賽果培,粉蝨散,SC  水懸劑,40.4(%) (w/w),,,嘉農企業股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06847,達特南,浩克,SG  水溶性粒劑,20(%) (w/w),,,臺聯實業股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06848,賜諾殺,葉綠速,SC  水懸劑,11.6(%) (w/w),,,好速化學股份有限公司,,116-07-17,,標示,條碼,使用範圍
農藥製              06849,固殺草,,SL  溶液,18.02(%) (w/w),,,中華民國農會附設各級農會農化廠,,116-07-17,,標示,條碼,使用範圍
農藥製              06850,賽洛寧,好神功,ME  微乳劑,2.5(%) (w/w),,,光華化學股份有限公司,,116-07-20,,標示,條碼,使用範圍
農藥製              06852,達滅克敏,尚介旺,WG  水分散性粒劑,18.7(%) (w/w),,A,臺聯實業股份有限公司,,116-07-24,,標示,條碼,使用範圍
農藥製              06853,平速爛,攏好除,GR  粒劑,0.12(%) (w/w),,,臺聯實業股份有限公司,,116-07-24,,標示,條碼,使用範圍
農藥製              06856,待克利,鑫賀炭,SC  水懸劑,24.9(%) (w/w),,,光華化學股份有限公司,,116-07-24,,標示,條碼,使用範圍
農藥製              06857,賽洛寧,萬劍,WG  水分散性粒劑,5(%) (w/w),,,利台化學工業股份有限公司,,116-07-24,,標示,條碼,使用範圍
